Hepatitis
	Acute hepatitis A
	Hepatitis
	Chronic viral hepatitis C
	Viral hepatitis
Autoimmune hepatitis
	Autoimmune hepatitis
PSC - Primary sclerosing cholangitis
	Primary biliary cirrhosis
	PSC - Primary sclerosing cholangitis
Cholecystitis
	Cholecystitis
	Cholelithiasis
Systemic lupus erythematosus
	Systemic lupus erythematosus
Drug induced liver injury
	Drug induced liver injury
Liver cirrhosis
	Liver cirrhosis
Haemolytic anemia
	Haemolytic anemia
Pancreatic cancer
	Pancreatic cancer
Infectious mononucleosis
	Infectious mononucleosis
G6PD deficiency
	G6PD deficiency
Hemolytic anemia associated with rheumatic disorder
	Hemolytic anemia associated with rheumatic disorder
