Respiratory acidosis and metabolic alkalosis
	Respiratory acidosis and metabolic alkalosis
	Metabolic acidemia, unspecified
	Metabolic acidosis
	Metformin lactic acidosis
	Lactic acidosis
	Metabolic acidosis, increased anion gap (IAG)
	Acidosis
	Respiratory acidosis
	Lactic acidosis due to LAD deficiency
Anaemia secondary to renal failure
	Acute renal failure
	Acidemia secondary to vomiting diarrhea
	Acute respiratory failure
	Anaemia secondary to renal failure
Diabetic ketoacidosis
	Diabetic ketoacidosis
Dehydration
	Dehydration
Hyperglycemic hyperosmotic disorder
	DKA
	Hyperosmolar non-ketotic state in type 2 diabetes mellitus
	Hyperglycemic hyperosmotic disorder
Viral intestinal infection
	Viral intestinal infection
Gastric ulcer
	Gastric ulcer
Sepsis
	Sepsis
Lactate acidosis
	Lactate acidosis
Hypovolemia
	Hypovolemia
Accidental poisoning by metformin
	Accidental poisoning by metformin
Metabolic acidosis due to ingestion of drugs AND/OR chemicals
	Metabolic acidosis due to ingestion of drugs AND/OR chemicals
Lactose intolerance
	Lactose intolerance
Renal acidemia
	Renal acidemia
Severe dehydration
	Severe dehydration
Infectious gastroenteritis and colitis
	Infectious gastroenteritis and colitis
Norovirus infection
	Norovirus infection
Gastroesophageal reflux disease
	Gastroesophageal reflux disease
Disease of digestive system
	Disease of digestive system
Type 2 diabetes mellitus
	Type 2 diabetes mellitus
Anaemia
	Anaemia
Stomach cancer
	Stomach cancer
Stomach ulcer
	Stomach ulcer
Alcoholic cirrhosis of liver
	Alcoholic cirrhosis of liver
Acute kidney injury
	Acute kidney injury
Renal
	Renal
