Non-Hodgkin lymphoma
	Non-Hodgkin lymphoma
	lymphoma
	Hodgkin lymphoma
	Lymphoma
Systemic lupus erythematosus
	Systemic lupus erythematosus
	Lupus erythematosus
Thyroid Cancer
	Cancer
	Colon cancer
	Lung cancer
	Prostate cancer
	Thyroid Cancer
Psoriatic arthritis
	Rheumatoid arthritis
	Psoriatic arthritis
Tuberculosis
	Pulmonary Tuberculosis
	Tuberculosis
Connective tissue disease overlap syndrome
	Vasculitis limited to the skin, unspecified
	Connective tissue disease overlap syndrome
Leukemia
	Acute myeloblastic leukemia
	Leukemia
Vasculitis
	Vasculitis
Inflammatory disease
	Inflammatory disease
Arthropathic psoriasis
	Arthropathic psoriasis
Scleroderma with multisystem involvement
	Scleroderma with multisystem involvement
Hodgkin disease, nodular sclerosis of lymph nodes of inguinal region and lower limb
	Hodgkin disease, nodular sclerosis of lymph nodes of inguinal region and lower limb
Relapsing polychondritis
	Relapsing polychondritis
Pancreatic cancer
	Pancreatic cancer
Sarcoidosis
	Sarcoidosis
Systemic sclerosis
	Systemic sclerosis
