Myocarditis
	Infective endocarditis
	Myocarditis
	Pericarditis
	drug associated pericarditis
	Libman-Sacks endocarditis
	Acute pericarditis
	Tb pericarditis
Pulmonary Tuberculosis
	Pulmonary Tuberculosis
	Tuberculosis
	Miliary tuberculosis
Pleural effusion
	Pleural effusion
	Pericardial effusion
Pneumonia
	Pneumonia
Pneumothorax
	Pneumothorax
pleuritis
	Pleuritis
	pleuritis
Myocardial infarction
	Myocardial infarction
Viral infection, unspecified
	Viral infection, unspecified
Coarctation of the aorta
	Coarctation of the aorta
Bronchitis
	Bronchitis
side effect
	side effect
Lung cancer
	Lung cancer
Pluerisy
	Pluerisy
Esophagitis
	Esophagitis
STEMI
	STEMI
Human immunodeficiency virus disease
	Human immunodeficiency virus disease
Pulmonary embolism
	Pulmonary embolism
