Acute thyroiditis
	Postpartum depression
	Polyglandular autoimmune syndrome, type 2
	Acute thyroiditis
	Hyperthyroidism
	Major depression
	Thyrotoxicosis
	Postpartum thyroiditis
	Postpartum thyrotoxicosis
	Hypothyroidism
	Thyrotoxicosis due to struma ovarii
	Thyroiditis
	Autoimmune thyroiditis
Anorexia nervosa
	Anorexia nervosa
Cancer
	Cancer
Malignancy
	Malignancy
	Internal malignancy
Type 2 diabetes mellitus
	Type 2 diabetes mellitus
	Diabetes mellitus
Graves disease
	Graves disease
Adrenal Insufficiency
	Adrenal Insufficiency
Celiac disease
	Celiac disease
Malabsorption
	Malabsorption
Bulimia
	Bulimia
Nondependent mixed drug abuse
	Nondependent mixed drug abuse
Dilated cardiomyopathy
	Dilated cardiomyopathy
Choriocarcinoma
	Choriocarcinoma
Sheehan's syndrome
	Sheehan's syndrome
Pituitary Apoplexy
	Pituitary Apoplexy
