RPGN - Rapidly progressive glomerulonephritis
	CGN - Crescentic glomerulonephritis
	Wegner's disease
	FSGS - Focal segmental glomerulosclerosis
	AGN - Acute glomerulonephritis
	RPGN - Rapidly progressive glomerulonephritis
Heart failure
	Right heart failure due to pulmonary disease
	Acute heart failure
	Congestive heart failure
	Heart failure
Wegener's granulomatosis
	Polyarteritis nodosa
	Microscopic polyarteritis nodosa with multi-organ involvement
	Wegener's granulomatosis
	Wegener granulomatosis with multisystem involvement
Nephrotic syndrome
	Nephrotic syndrome
Deep venous thrombosis of pelvic vein
	Deep venous thrombosis of pelvic vein
	Deep vein thrombosis
Hypertrophic cardiomyopathy
	Hypertrophic cardiomyopathy
	Dilated cardiomyopathy
Chronic kidney disease
	Chronic kidney disease
Goodpasture syndrome
	Goodpasture syndrome
Lupus erythematosus
	Lupus erythematosus
Venous hypertension of lower limb
	Venous hypertension of lower limb
MCNS - Minimal change nephrotic syndrome
	MCNS - Minimal change nephrotic syndrome
Alport syndrome
	Alport syndrome
Polycystic kidney
	Polycystic kidney
Ovarian cancer, disseminated
	Ovarian cancer, disseminated
Leiomyoma of uterus
	Leiomyoma of uterus
Postrenal azotemia
	Postrenal azotemia
Liver cirrhosis
	Liver cirrhosis
Cor pulmonale
	Cor pulmonale
CSS - Churg-Strauss syndrome
	CSS - Churg-Strauss syndrome
Microscopic polyangiitis
	Microscopic polyangiitis
