Non-Hodgkin lymphoma
	Diffuse large B-cell lymphoma
	Non-Hodgkin lymphoma
	Hodgkin lymphoma
	lymphoma
	Burkitt lymphoma
	Lymphoma
	Burkitt lymphoma, lymph nodes of head, face, and neck
Tuberculosis
	Tuberculosis
CNS Toxoplasmosis
	CNS Toxoplasmosis
	Toxoplasmosis
Kaposi's sarcoma
	Kaposi's sarcoma
Hansen's disease
	Hansen's disease
	Castleman's disease
Sarcoidosis
	Sarcoidosis
Tuberculous meningitis
	Tuberculous meningitis
Lues
	Lues
Infectious mononucleosis
	Infectious mononucleosis
Cytomegalic inclusion disease associated with acquired immunodeficiency syndrome
	Cytomegalic inclusion disease associated with acquired immunodeficiency syndrome
Actinomycosis
	Actinomycosis
Melanoma
	Melanoma
lympoma
	lympoma
Mycobacteriosis associated with AIDS
	Mycobacteriosis associated with AIDS
Epstein-Barr virus
	Epstein-Barr virus
CMV - Cytomegalovirus infection
	CMV - Cytomegalovirus infection
BT - Brain tumour
	BT - Brain tumour
Unspecified B-cell lymphoma
	Unspecified B-cell lymphoma
