MCL - Medial collateral ligament rupture of the knee
	MCL - Medial collateral ligament rupture of the knee
	LCL - Lateral collateral ligament rupture of the knee
	ACL - Anterior cruciate ligament rupture
	PCL - Posterior cruciate ligament rupture
meniscal tear
	Acute meniscal tear, lateral
	meniscal tear
Disorder of meniscus of knee
	Disorder of meniscus of knee
Derangement of meniscus due to old tear or injury
	Derangement of meniscus due to old tear or injury
dislocation of patella
	dislocation of patella
tear of acl and
	tear of acl and
