Primary pulmonary hypertension
	PHT - Pulmonary hypertension
	Chronic pulmonary thromboembolism
	Primary pulmonary hypertension
	Pulmonary embolism
	Chronic pulmonary thromboembolism without pulmonary hypertension
Myocarditis
	Myocarditis
	Acute pericarditis
Unstable angina
	Stable Angina
	Unstable angina
Hypertrophic cardiomyopathy
	Hypertrophic cardiomyopathy
	Cardiomyopathy
ACS - Acute coronary syndrome
	ACS - Acute coronary syndrome
Right ventricular diastolic dysfunction
	Right ventricular diastolic dysfunction
Myocardial infarction
	Myocardial infarction
Pleurisy without effusion or active tuberculosis
	Pleurisy without effusion or active tuberculosis
Congestive heart failure
	Congestive heart failure
Coronary artery disease
	Coronary artery disease
Lung cancer
	Lung cancer
