Acute emphysematous cholecystitis
	Chronic cholecystitis
	Biliary calculus with cholecystitis
	Cholecystitis
	Calculus of gallbladder with acute cholecystitis
	Acute emphysematous cholecystitis
	Biliary calculus
	Cholelithiasis
	biliary colic
	Cholangitis
	Choledocholithiasis
	Acute cholecystitis
Acute pancreatitis
	Acute pancreatitis
Pancreatic cancer
	Pancreatic cancer
Acute appendicitis
	Acute appendicitis
Gastric ulcer
	Gastric ulcer
	Duodenal ulcer
Diabetic ketoacidosis without coma
	Diabetic ketoacidosis without coma
Subphrenic abscess
	Subphrenic abscess
Esophagitis
	Esophagitis
Splenic infarction
	Splenic infarction
Splenitis
	Splenitis
Peptic ulcer disease
	Peptic ulcer disease
Bowel obstruction
	Bowel obstruction
Salmonella with other localized infection
	Salmonella with other localized infection
Perihepatitis
	Perihepatitis
Myocardial infarction
	Myocardial infarction
Nephrolithiasis
	Nephrolithiasis
Pyelonephritis
	Pyelonephritis
ACS - Acute coronary syndrome
	ACS - Acute coronary syndrome
Gastroparesis
	Gastroparesis
Aortic dissection
	Aortic dissection
Pneumonia
	Pneumonia
Pleural effusion
	Pleural effusion
