Sleep apnea
	Sleep apnea
	Obstructive sleep apnea
Congestive heart failure
	Congestive heart failure
	Heart failure
Chronic kidney disease
	Interstitial pulmonary disease
	Chronic kidney disease
	Chronic obstructive pulmonary disease with acute exacerbation
	Chronic obstructive pulmonary disease
PHT - Pulmonary hypertension
	Pulmonary HTN
	Pulmonary hypertension
	Primary pulmonary hypertension
	PHT - Pulmonary hypertension
Hypothyroidism
	Hypothyroidism
Vitamin B12 deficiency anemia
	Iron deficiency anemia
	Vitamin B12 deficiency anemia
Mitral valve stenosis
	Mitral valve stenosis
	Aortic stenosis
Stable Angina
	Stable Angina
Anemia
	Anemia
Adrenal Insufficiency
	Adrenal Insufficiency
Obesity hypoventilation
	Obesity hypoventilation
Myocardial infarction
	Myocardial infarction
Leukemia
	Leukemia
Non-Hodgkin lymphoma
	Non-Hodgkin lymphoma
Cancer
	Cancer
Lupus erythematosus
	Lupus erythematosus
Pulmonary embolism
	Pulmonary embolism
