Aseptic meningitis
	Meningitis
	Viral meningitis
	Aseptic meningitis
SIAD - Syndrome of inappropriate antidiuresis
	Syndrome of inappropriate secretion of antidiuretic hormone
	SIAD - Syndrome of inappropriate antidiuresis
	SIADH - Syndrome of inappropriate secretion of antidiuretic hormone
SIADH
	SIADH
Encephalitis
	Encephalitis
Cerebral salt-wasting syndrome
	Cerebral salt-wasting syndrome
Legionnaires' disease
	Legionnaires' disease
West Nile virus infection
	West Nile virus infection
Migraine
	Migraine
